Ruas Jalan Tol,Gerbang Masuk,Gerbang Keluar,Golongan Kendaraan,Tarif Tol
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Natar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Tegineneng Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Gunung Sugih,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Terbanggi Besar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,Pelabuhan Bakauheni,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan I,"115,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan II,"173,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan III,"173,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan IV,"230,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan V,"230,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Lambu Kibang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan I,"100,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan II,"150,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan III,"150,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan IV,"200,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan V,"200,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Way Kenanga,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan I,"81,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan II,"122,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan III,"162,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan IV,"162,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan V,"162,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Simpang Pematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Kayu Agung,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan I,"146,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan II,"219,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan III,"219,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan IV,"293,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan V,"293,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Kayu Agung,SS Gunung Batin,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Selatan,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Bakauheni Utara,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kalianda,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Sidomulyo,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Lematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Kotabaru,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Natar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Tegineneng Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Gunung Sugih,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Terbanggi Besar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,Pelabuhan Bakauheni,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan I,"31,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan II,"47,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan III,"47,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan IV,"62,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan V,"62,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Lambu Kibang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan I,"46,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan II,"69,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan III,"69,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan IV,"92,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan V,"92,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Way Kenanga,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan I,"65,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan II,"98,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan III,"98,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan IV,"130,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan V,"130,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Simpang Pematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan I,"146,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan II,"219,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan III,"219,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan IV,"293,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan V,"293,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Kayu Agung,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan V,"30,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,SS Gunung Batin,SS Gunung Batin,Golongan VI,TARIF TIDAK DITEMUKAN
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan I,"12,500.00"
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan II,"19,000.00"
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan III,"19,000.00"
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan IV,"25,000.00"
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan V,"25,000.00"
Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Bali Mandara (Nusa Dua-Ngurah Rai-Benoa),Golongan VI,"5,000.00"
Balikpapan-Samarinda,Samboja,Samboja,Golongan I,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Samboja,Golongan II,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Samboja,Golongan III,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Samboja,Golongan IV,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Samboja,Golongan V,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Samboja,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan I,"75,500.00"
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan II,"113,000.00"
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan III,"113,000.00"
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan IV,"151,000.00"
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan V,"151,000.00"
Balikpapan-Samarinda,Samboja,Simpang Pasir,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan I,"83,500.00"
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan II,"125,500.00"
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan III,"125,500.00"
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan IV,"167,500.00"
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan V,"167,500.00"
Balikpapan-Samarinda,Samboja,Simpang Jembatan Mahkota 2,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan I,"75,500.00"
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan II,"113,000.00"
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan III,"113,000.00"
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan IV,"151,000.00"
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan V,"151,000.00"
Balikpapan-Samarinda,Simpang Pasir,Samboja,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan I,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan II,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan III,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan IV,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan V,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Pasir,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan I,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan II,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan III,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan IV,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan V,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Pasir,Simpang Jembatan Mahkota 2,Golongan VI,TARIF TIDAK DITEMUKAN
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan I,"83,500.00"
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan II,"125,500.00"
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan III,"125,500.00"
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan IV,"167,500.00"
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan V,"167,500.00"
Balikpapan-Samarinda,Simpang Jembatan Mahkota 2,Samboja,Golongan VI,TARIF TIDAK DITEMUKAN
